FDR_Rand_MS,FDR_DS,FDR_MDS,TPR_Rand_MS,TPR_DS,TPR_MDS,successsfull_run,rho,signal_strength
0.07142857142857142,0.13636363636363635,0.0,0.78,0.76,0.7,1.0,0.5,7.0
0.046511627906976744,0.0975609756097561,0.0,0.82,0.74,0.76,1.0,0.5,7.0
0.023809523809523808,0.0,0.0,0.82,0.8,0.8,1.0,0.5,7.0
0.09523809523809523,0.05555555555555555,0.075,0.76,0.68,0.74,1.0,0.5,7.0
0.26,0.1282051282051282,0.05263157894736842,0.74,0.68,0.72,1.0,0.5,7.0
0.0,0.0,0.023809523809523808,0.84,0.8,0.82,1.0,0.5,7.0
0.2,0.0,0.0,0.88,0.7,0.82,1.0,0.5,7.0
0.0,0.20408163265306123,0.0,0.86,0.78,0.78,1.0,0.5,7.0
0.02631578947368421,0.12195121951219512,0.0,0.74,0.72,0.72,1.0,0.5,7.0
0.07142857142857142,0.05263157894736842,0.0,0.78,0.72,0.72,1.0,0.5,7.0
0.2553191489361702,0.0,0.0,0.7,0.68,0.7,1.0,0.5,7.0
0.06976744186046512,0.0975609756097561,0.02564102564102564,0.8,0.74,0.76,1.0,0.5,7.0
0.0,0.06976744186046512,0.0,0.84,0.8,0.78,1.0,0.5,7.0
0.0,0.10526315789473684,0.0,0.68,0.68,0.62,1.0,0.5,7.0
0.02857142857142857,0.029411764705882353,0.0,0.68,0.66,0.66,1.0,0.5,7.0
0.06976744186046512,0.027777777777777776,0.02631578947368421,0.8,0.7,0.74,1.0,0.5,7.0
0.0,0.13636363636363635,0.0,0.74,0.76,0.72,1.0,0.5,7.0
0.09302325581395349,0.09302325581395349,0.0,0.78,0.78,0.78,1.0,0.5,7.0
